model_id,family,task,advertised,command,returncode,stdout_path,stderr_path,output_json_path,draw_path,runtime_ms,json_parseable,output_schema_valid,final_state,blocker_code,recommended_fix,missing_information,package_bug,external_blocker,license_blocker,retry_count,evidence_file
dfine-l-o365-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-l-o365-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-l-o365-coco.json,0,reports/smoke_logs/dfine-l-o365-coco.stdout,reports/smoke_logs/dfine-l-o365-coco.stderr,/tmp/vsx_smoke_dfine-l-o365-coco.json,,4657.267528004013,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-l-o365-coco.json
dfine-m,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-m /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-m.json,0,reports/smoke_logs/dfine-m.stdout,reports/smoke_logs/dfine-m.stderr,/tmp/vsx_smoke_dfine-m.json,,4644.153886998538,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-m.json
dfine-m-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-m-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-m-coco.json,0,reports/smoke_logs/dfine-m-coco.stdout,reports/smoke_logs/dfine-m-coco.stderr,/tmp/vsx_smoke_dfine-m-coco.json,,4595.926781999879,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-m-coco.json
dfine-m-o365-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-m-o365-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-m-o365-coco.json,0,reports/smoke_logs/dfine-m-o365-coco.stdout,reports/smoke_logs/dfine-m-o365-coco.stderr,/tmp/vsx_smoke_dfine-m-o365-coco.json,,4529.3540169950575,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-m-o365-coco.json
dfine-n,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-n /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-n.json,0,reports/smoke_logs/dfine-n.stdout,reports/smoke_logs/dfine-n.stderr,/tmp/vsx_smoke_dfine-n.json,,4386.266436005826,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-n.json
dfine-n-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-n-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-n-coco.json,0,reports/smoke_logs/dfine-n-coco.stdout,reports/smoke_logs/dfine-n-coco.stderr,/tmp/vsx_smoke_dfine-n-coco.json,,4460.994808992837,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-n-coco.json
dfine-s,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-s /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-s.json,0,reports/smoke_logs/dfine-s.stdout,reports/smoke_logs/dfine-s.stderr,/tmp/vsx_smoke_dfine-s.json,,4728.939316992182,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-s.json
dfine-s-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-s-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-s-coco.json,0,reports/smoke_logs/dfine-s-coco.stdout,reports/smoke_logs/dfine-s-coco.stderr,/tmp/vsx_smoke_dfine-s-coco.json,,4855.6744160014205,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-s-coco.json
dfine-s-o365-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-s-o365-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-s-o365-coco.json,0,reports/smoke_logs/dfine-s-o365-coco.stdout,reports/smoke_logs/dfine-s-o365-coco.stderr,/tmp/vsx_smoke_dfine-s-o365-coco.json,,4671.0654469934525,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-s-o365-coco.json
dfine-x,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-x /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-x.json,0,reports/smoke_logs/dfine-x.stdout,reports/smoke_logs/dfine-x.stderr,/tmp/vsx_smoke_dfine-x.json,,5073.604909004644,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-x.json
dfine-x-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-x-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-x-coco.json,0,reports/smoke_logs/dfine-x-coco.stdout,reports/smoke_logs/dfine-x-coco.stderr,/tmp/vsx_smoke_dfine-x-coco.json,,4901.752890989883,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-x-coco.json
dfine-x-o365-coco,dfine,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict dfine-x-o365-coco /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_dfine-x-o365-coco.json,0,reports/smoke_logs/dfine-x-o365-coco.stdout,reports/smoke_logs/dfine-x-o365-coco.stderr,/tmp/vsx_smoke_dfine-x-o365-coco.json,,4469.183399007306,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_dfine-x-o365-coco.json
rfdetr-base,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-base /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-base.json,0,reports/smoke_logs/rfdetr-base.stdout,reports/smoke_logs/rfdetr-base.stderr,/tmp/vsx_smoke_rfdetr-base.json,,5374.159925006097,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-base.json
rfdetr-large,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-large.json,0,reports/smoke_logs/rfdetr-large.stdout,reports/smoke_logs/rfdetr-large.stderr,/tmp/vsx_smoke_rfdetr-large.json,,4445.53374699899,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-large.json
rfdetr-medium,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-medium /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-medium.json,0,reports/smoke_logs/rfdetr-medium.stdout,reports/smoke_logs/rfdetr-medium.stderr,/tmp/vsx_smoke_rfdetr-medium.json,,5450.6267579999985,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-medium.json
rfdetr-nano,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-nano /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-nano.json,0,reports/smoke_logs/rfdetr-nano.stdout,reports/smoke_logs/rfdetr-nano.stderr,/tmp/vsx_smoke_rfdetr-nano.json,,5264.622973991209,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-nano.json
rfdetr-small,rfdetr,detect,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-small /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-small.json,0,reports/smoke_logs/rfdetr-small.stdout,reports/smoke_logs/rfdetr-small.stderr,/tmp/vsx_smoke_rfdetr-small.json,,5527.048100004322,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-small.json
clip-vit-base-patch32,clip,embed,True,/home/arash/miniconda3/bin/python -m visionservex feature embed clip-vit-base-patch32 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json,0,reports/smoke_logs/clip-vit-base-patch32.stdout,reports/smoke_logs/clip-vit-base-patch32.stderr,/tmp/vsx_smoke_clip-vit-base-patch32.json,,5211.314728992875,False,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_clip-vit-base-patch32.json
